Date,Open,High,Low,Close,Adj Close,Volume
2019-04-16,11.346667,11.406667,11.333333,11.333333,11.333333,1154100
2019-04-17,11.300000,11.300000,11.233333,11.240000,11.240000,2349000
2019-04-18,11.246667,11.460000,11.246667,11.420000,11.420000,2792400
2019-04-22,11.146667,11.233333,11.146667,11.180000,11.180000,3100650
2019-04-23,11.206667,11.333333,11.206667,11.313333,11.313333,1665600
2019-04-24,11.106667,11.193333,10.900000,10.986667,10.986667,800550
2019-04-25,11.326667,11.353333,11.226667,11.246667,11.246667,1482600
2019-04-26,11.360000,11.486667,11.240000,11.486667,11.486667,424950
2019-04-29,11.393333,11.506667,11.373333,11.466667,11.466667,178650
2019-04-30,11.473333,11.500000,11.466667,11.473333,11.473333,224850
2019-05-01,11.466667,11.513333,11.460000,11.466667,11.466667,165300
2019-05-02,11.440000,11.493333,11.420000,11.473333,11.473333,104700
2019-05-03,11.466667,11.586667,11.466667,11.566667,11.566667,117450
2019-05-06,11.493333,11.560000,11.433333,11.526667,11.526667,195000
2019-05-07,11.380000,11.433333,11.306667,11.333333,11.333333,151050
2019-05-08,11.113333,11.300000,11.113333,11.273333,11.273333,415200
2019-05-09,11.160000,11.160000,10.926667,11.140000,11.140000,207750
2019-05-10,11.186667,11.273333,11.106667,11.233333,11.233333,133500
2019-05-13,11.153333,11.246667,11.140000,11.160000,11.160000,330900
2019-05-14,11.120000,11.293333,11.120000,11.266667,11.266667,511500
2019-05-15,11.220000,11.300000,11.053333,11.286667,11.286667,363900
2019-05-16,11.140000,11.286667,11.140000,11.253333,11.253333,139950
2019-05-17,11.373333,11.373333,11.300000,11.313333,11.313333,118500
2019-05-20,11.300000,11.346667,11.253333,11.273333,11.273333,202350
2019-05-21,11.493333,11.493333,11.426667,11.493333,11.493333,206100
2019-05-22,11.300000,11.300000,11.173333,11.206667,11.206667,85800
2019-05-23,11.346667,11.393333,11.306667,11.360000,11.360000,132900
2019-05-24,11.513333,11.573333,11.493333,11.560000,11.560000,50100
2019-05-28,11.573333,11.573333,11.533333,11.546667,11.546667,122700
2019-05-29,11.360000,11.433333,11.346667,11.380000,11.380000,329700
2019-05-30,11.253333,11.333333,11.180000,11.186667,11.186667,274950
2019-05-31,10.993333,11.200000,10.993333,11.180000,11.180000,297750
2019-06-03,11.133333,11.173333,11.080000,11.146667,11.146667,179850
2019-06-04,10.920000,11.186667,10.920000,11.160000,11.160000,170850
2019-06-05,11.213333,11.453333,11.213333,11.340000,11.340000,131550
2019-06-06,11.346667,11.366667,11.253333,11.353333,11.353333,131550
2019-06-07,11.420000,11.440000,11.386667,11.440000,11.440000,74250
2019-06-10,11.206667,11.353333,11.206667,11.320000,11.320000,131850
2019-06-11,11.313333,11.320000,11.266667,11.293333,11.293333,394350
2019-06-12,11.413333,11.473333,11.413333,11.426667,11.426667,66450
2019-06-13,11.433333,11.453333,11.386667,11.446667,11.446667,145200
2019-06-14,11.426667,11.426667,11.320000,11.346667,11.346667,195300
2019-06-17,11.340000,11.366667,11.313333,11.333333,11.333333,100350
2019-06-18,11.373333,11.453333,11.373333,11.446667,11.446667,172350
2019-06-19,11.386667,11.466667,11.366667,11.426667,11.426667,58650
2019-06-20,11.606667,11.606667,11.440000,11.493333,11.493333,103200
2019-06-21,11.226667,11.380000,11.226667,11.360000,11.360000,46050
2019-06-24,11.193333,11.300000,11.193333,11.260000,11.260000,107700
2019-06-25,11.266667,11.306667,11.226667,11.240000,11.240000,109950
2019-06-26,11.406667,11.406667,11.266667,11.266667,11.266667,61500
2019-06-27,11.273333,11.300000,11.253333,11.280000,11.280000,44400
2019-06-28,11.220000,11.280000,11.220000,11.246667,11.246667,67800
2019-07-01,11.386667,11.413333,11.326667,11.360000,11.360000,83850
2019-07-02,11.146667,11.373333,11.146667,11.333333,11.333333,176400
2019-07-03,11.593333,11.593333,11.240000,11.380000,11.380000,21900
2019-07-05,11.706667,11.846667,11.706667,11.753333,11.753333,64350
2019-07-08,11.820000,11.820000,11.766667,11.800000,11.800000,43950
2019-07-09,11.640000,11.640000,11.580000,11.600000,11.600000,69450
2019-07-10,11.573333,11.653333,11.540000,11.613333,11.613333,581250
2019-07-11,11.613333,11.706667,11.613333,11.633333,11.633333,240300
2019-07-12,12.033333,12.033333,11.693333,11.886667,11.886667,60750
2019-07-15,11.900000,11.993333,11.866667,11.926667,11.926667,160650
2019-07-16,11.693333,11.873333,11.653333,11.660000,11.660000,39750
2019-07-17,11.453333,11.493333,11.446667,11.486667,11.486667,66600
2019-07-18,11.286667,11.480000,11.286667,11.460000,11.460000,66900
2019-07-19,11.460000,11.526667,11.460000,11.480000,11.480000,68250
2019-07-22,11.400000,11.400000,11.333333,11.380000,11.380000,113400
2019-07-23,11.620000,11.620000,11.446667,11.480000,11.480000,227400
2019-07-24,11.486667,11.686667,11.486667,11.560000,11.560000,39600
2019-07-25,11.566667,11.633333,11.533333,11.533333,11.533333,58950
2019-07-26,11.460000,11.473333,11.353333,11.446667,11.446667,82650
2019-07-29,11.413333,11.540000,11.413333,11.500000,11.500000,88350
2019-07-30,11.426667,11.593333,11.426667,11.533333,11.533333,61050
2019-07-31,11.406667,11.440000,11.300000,11.353333,11.353333,75150
2019-08-01,11.300000,11.393333,11.280000,11.320000,11.320000,68250
2019-08-02,11.026667,11.486667,11.026667,11.240000,11.240000,35550
2019-08-05,11.746667,11.746667,11.500000,11.526667,11.526667,90150
2019-08-06,11.526667,11.606667,11.500000,11.606667,11.606667,367800
2019-08-07,11.580000,11.686667,11.580000,11.686667,11.686667,93600
2019-08-08,11.553333,11.806667,11.553333,11.800000,11.800000,40950
2019-08-09,11.973333,11.973333,11.693333,11.733333,11.733333,64950
2019-08-12,11.766667,11.766667,11.660000,11.660000,11.660000,73200
2019-08-13,11.680000,11.680000,11.626667,11.640000,11.640000,84300
2019-08-14,11.593333,11.613333,11.520000,11.533333,11.533333,120300
2019-08-15,11.453333,11.486667,11.420000,11.466667,11.466667,130500
2019-08-16,11.566667,11.660000,11.566667,11.626667,11.626667,100650
2019-08-19,11.780000,11.873333,11.780000,11.840000,11.840000,96450
2019-08-20,11.740000,11.786667,11.726667,11.746667,11.746667,134400
2019-08-21,11.646667,11.660000,11.600000,11.640000,11.640000,87900
2019-08-22,11.366667,11.513333,11.366667,11.466667,11.466667,46200
2019-08-23,11.306667,11.553333,11.306667,11.446667,11.446667,82050
2019-08-26,11.546667,11.546667,11.460000,11.506667,11.506667,51000
2019-08-27,11.420000,11.653333,11.420000,11.640000,11.640000,121200
2019-08-28,11.780000,11.806667,11.713333,11.793333,11.793333,80250
2019-08-29,11.880000,11.926667,11.860000,11.920000,11.920000,148500
2019-08-30,11.893333,12.000000,11.726667,11.773333,11.773333,141000
2019-09-03,11.893333,11.893333,11.846667,11.846667,11.846667,75300
2019-09-04,12.093333,12.120000,12.073333,12.100000,12.100000,82200
2019-09-05,12.126667,12.200000,12.126667,12.173333,12.173333,25350
2019-09-06,11.886667,12.033333,11.886667,11.993333,11.993333,58200
2019-09-09,12.266667,12.266667,12.200000,12.226667,12.226667,70950
2019-09-10,12.313333,12.366667,12.313333,12.340000,12.340000,24600
2019-09-11,12.480000,12.480000,12.293333,12.440000,12.440000,39150
2019-09-12,12.380000,12.580000,12.380000,12.533333,12.533333,53100
2019-09-13,12.633333,12.666667,12.633333,12.666667,12.666667,95850
2019-09-16,12.606667,12.666667,12.606667,12.620000,12.620000,24900
2019-09-17,12.733333,12.766667,12.720000,12.753333,12.753333,20100
2019-09-18,12.500000,12.626667,12.500000,12.593333,12.593333,83250
2019-09-19,12.900000,12.900000,12.840000,12.860000,12.860000,31200
2019-09-20,12.786667,12.793333,12.726667,12.760000,12.760000,26550
2019-09-23,12.540000,12.780000,12.540000,12.760000,12.760000,106350
2019-09-24,12.893333,13.033333,12.840000,12.980000,12.980000,41550
2019-09-25,12.946667,12.946667,12.846667,12.906667,12.906667,26400
2019-09-26,12.913333,12.913333,12.826667,12.846667,12.846667,32550
2019-09-27,12.686667,12.700000,12.653333,12.693333,12.693333,26100
2019-09-30,12.580000,12.773333,12.580000,12.773333,12.773333,52050
2019-10-01,12.800000,12.926667,12.653333,12.666667,12.666667,50550
2019-10-02,12.720000,12.733333,12.580000,12.620000,12.620000,28350
2019-10-03,12.500000,12.560000,12.433333,12.560000,12.560000,47100
2019-10-04,12.540000,12.740000,12.540000,12.666667,12.666667,63150
2019-10-07,12.880000,12.880000,12.813333,12.826667,12.826667,33750
2019-10-08,12.573333,12.633333,12.540000,12.560000,12.560000,34350
2019-10-09,12.766667,12.826667,12.726667,12.726667,12.726667,33750
2019-10-10,12.713333,13.066667,12.713333,12.940000,12.940000,34950
2019-10-11,13.260000,13.466667,13.260000,13.466667,13.466667,2400
2019-10-14,13.400000,13.500000,13.400000,13.500000,13.500000,36000
2019-10-15,13.106667,13.573333,13.106667,13.546667,13.546667,47250
2019-10-16,13.466667,13.693333,13.460000,13.460000,13.460000,166650
2019-10-17,13.326667,13.326667,13.173333,13.293333,13.293333,44100
2019-10-18,13.060000,13.100000,13.040000,13.100000,13.100000,96450
2019-10-21,13.053333,13.253333,13.053333,13.206667,13.206667,27000
2019-10-22,13.260000,13.293333,13.240000,13.260000,13.260000,21900
2019-10-23,13.506667,13.506667,13.313333,13.360000,13.360000,44850
2019-10-24,13.013333,13.046667,12.960000,12.980000,12.980000,24750
2019-10-25,12.946667,13.120000,12.946667,13.053333,13.053333,22200
2019-10-28,12.980000,13.033333,12.980000,13.013333,13.013333,18000
2019-10-29,12.920000,12.920000,12.860000,12.886667,12.886667,24150
2019-10-30,12.853333,12.940000,12.766667,12.860000,12.860000,32400
2019-10-31,12.526667,12.593333,12.526667,12.560000,12.560000,62100
2019-11-01,12.553333,12.573333,12.500000,12.500000,12.500000,52050
2019-11-04,12.273333,12.593333,12.273333,12.500000,12.500000,44550
2019-11-05,12.553333,12.673333,12.553333,12.633333,12.633333,37200
2019-11-06,12.633333,12.760000,12.633333,12.746667,12.746667,34050
2019-11-07,12.860000,12.906667,12.846667,12.853333,12.853333,25050
2019-11-08,12.606667,12.820000,12.606667,12.773333,12.773333,29850
2019-11-11,12.946667,12.966667,12.900000,12.926667,12.926667,34050
2019-11-12,13.093333,13.093333,12.953333,13.020000,13.020000,24300
2019-11-13,12.953333,13.140000,12.853333,13.060000,13.060000,32550
2019-11-14,12.873333,13.040000,12.873333,13.033333,13.033333,42900
2019-11-15,12.986667,13.053333,12.986667,13.053333,13.053333,49800
2019-11-18,12.680000,12.726667,12.680000,12.726667,12.726667,36450
2019-11-19,12.746667,12.746667,12.393333,12.493333,12.493333,53700
2019-11-20,12.586667,12.633333,12.540000,12.573333,12.573333,40650
2019-11-21,12.220000,12.460000,12.046667,12.440000,12.440000,61950
2019-11-22,12.606667,12.646667,12.600000,12.613333,12.613333,50550
2019-11-25,12.766667,12.766667,12.680000,12.733333,12.733333,52650
2019-11-26,12.660000,12.713333,12.660000,12.686667,12.686667,50700
2019-11-27,12.386667,12.613333,12.386667,12.520000,12.520000,63600
2019-11-29,12.433333,12.433333,12.366667,12.400000,12.400000,46950
2019-12-02,12.453333,12.453333,12.333333,12.400000,12.400000,88650
2019-12-03,12.320000,12.426667,12.320000,12.426667,12.426667,111750
2019-12-04,12.513333,12.533333,12.493333,12.506667,12.506667,28650
2019-12-05,12.566667,12.566667,12.500000,12.513333,12.513333,52200
2019-12-06,12.360000,12.553333,12.360000,12.540000,12.540000,42000
2019-12-09,12.460000,12.513333,12.426667,12.453333,12.453333,65700
2019-12-10,12.353333,12.633333,12.273333,12.386667,12.386667,136050
2019-12-11,12.360000,12.533333,12.340000,12.486667,12.486667,73650
2019-12-12,12.326667,12.420000,12.313333,12.346667,12.346667,84300
2019-12-13,12.246667,12.386667,12.246667,12.360000,12.360000,89100
2019-12-16,12.380000,12.406667,12.353333,12.400000,12.400000,63300
2019-12-17,12.306667,12.420000,12.233333,12.400000,12.400000,118500
2019-12-18,12.366667,12.413333,12.320000,12.333333,12.333333,104700
2019-12-19,12.300000,12.366667,12.286667,12.366667,12.366667,47850
2019-12-20,12.213333,12.313333,12.213333,12.300000,12.300000,288900
2019-12-23,12.240000,12.440000,12.240000,12.406667,12.406667,83550
2019-12-24,12.100000,12.286667,12.100000,12.253333,12.253333,43500
2019-12-26,12.186667,12.246667,12.186667,12.200000,12.200000,75750
2019-12-27,12.460000,12.460000,12.186667,12.260000,12.260000,82650
2019-12-30,11.960000,12.193333,11.960000,12.153333,12.153333,106350
2019-12-31,12.193333,12.420000,12.166667,12.213333,12.213333,44400
2020-01-02,12.380000,12.380000,12.266667,12.320000,12.320000,72900
2020-01-03,11.933333,12.266667,11.933333,12.233333,12.233333,77850
2020-01-06,11.886667,12.013333,11.886667,11.986667,11.986667,139650
2020-01-07,12.120000,12.153333,12.066667,12.120000,12.120000,69150
2020-01-08,12.166667,12.180000,12.086667,12.093333,12.093333,86700
2020-01-09,12.480000,12.533333,12.366667,12.446667,12.446667,194700
2020-01-10,12.413333,12.693333,12.413333,12.646667,12.646667,106200
2020-01-13,12.666667,12.693333,12.593333,12.680000,12.680000,162900
2020-01-14,13.020000,13.020000,12.900000,12.986667,12.986667,42450
2020-01-15,12.846667,12.920000,12.846667,12.893333,12.893333,31050
2020-01-16,12.713333,12.940000,12.713333,12.933333,12.933333,64350
2020-01-17,12.853333,12.986667,12.853333,12.933333,12.933333,80550
2020-01-21,12.900000,12.933333,12.760000,12.833333,12.833333,83100
2020-01-22,12.840000,12.933333,12.840000,12.886667,12.886667,218700
2020-01-23,12.786667,12.920000,12.666667,12.793333,12.793333,166950
2020-01-24,12.873333,12.873333,12.746667,12.780000,12.780000,70500
2020-01-27,12.780000,12.820000,12.740000,12.766667,12.766667,50550
2020-01-28,12.760000,12.900000,12.760000,12.893333,12.893333,100800
2020-01-29,12.833333,12.833333,12.746667,12.746667,12.746667,37650
2020-01-30,12.873333,12.933333,12.813333,12.920000,12.920000,55650
2020-01-31,12.806667,12.813333,12.713333,12.740000,12.740000,118050
2020-02-03,13.180000,13.180000,12.966667,12.973333,12.973333,78900
2020-02-04,12.913333,13.113333,12.913333,13.093333,13.093333,42600
2020-02-05,13.333333,13.333333,13.066667,13.113333,13.113333,53550
2020-02-06,13.213333,13.286667,13.213333,13.220000,13.220000,55950
2020-02-07,12.840000,13.440000,12.840000,13.200000,13.200000,54300
2020-02-10,12.980000,13.253333,12.980000,13.233333,13.233333,47250
2020-02-11,13.133333,13.446667,13.133333,13.260000,13.260000,65700
2020-02-12,13.560000,13.560000,12.606667,12.820000,12.820000,249750
2020-02-13,12.693333,12.900000,12.693333,12.860000,12.860000,47850
2020-02-14,13.140000,13.140000,12.906667,12.953333,12.953333,46050
2020-02-18,12.820000,13.066667,12.820000,13.013333,13.013333,50700
2020-02-19,13.126667,13.126667,12.913333,12.933333,12.933333,106350
2020-02-20,11.500000,11.853333,11.500000,11.780000,11.780000,109350
2020-02-21,11.820000,11.820000,11.640000,11.706667,11.706667,127650
2020-02-24,11.473333,11.486667,11.366667,11.366667,11.366667,123300
2020-02-25,11.646667,11.740000,11.480000,11.493333,11.493333,149100
2020-02-26,11.880000,11.880000,11.640000,11.720000,11.720000,148200
2020-02-27,11.000000,11.253333,10.940000,11.033333,11.033333,154050
2020-02-28,11.100000,11.266667,11.060000,11.233333,11.233333,225150
2020-03-02,11.133333,11.553333,11.133333,11.553333,11.553333,163050
2020-03-03,11.440000,11.440000,11.153333,11.186667,11.186667,235800
2020-03-04,11.046667,11.100000,10.966667,11.086667,11.086667,238800
2020-03-05,11.800000,11.846667,11.600000,11.760000,11.760000,408450
2020-03-06,11.833333,12.113333,11.826667,11.886667,11.886667,163050
2020-03-09,11.700000,12.026667,11.660000,11.900000,11.900000,94050
2020-03-10,11.926667,11.973333,11.466667,11.800000,11.800000,147300
2020-03-11,11.920000,11.920000,11.666667,11.720000,11.720000,162450
2020-03-12,10.786667,11.753333,10.480000,10.853333,10.853333,180150
2020-03-13,10.773333,11.066667,10.326667,10.813333,10.813333,378900
2020-03-16,9.460000,10.240000,9.460000,9.826667,9.826667,206100
2020-03-17,9.500000,10.366667,9.500000,10.033333,10.033333,322650
2020-03-18,9.286667,10.566667,9.286667,9.833333,9.833333,237750
2020-03-19,10.426667,11.320000,10.380000,10.973333,10.973333,309450
2020-03-20,10.033333,11.366667,10.033333,10.933333,10.933333,184050
2020-03-23,9.520000,10.720000,9.520000,9.766667,9.766667,249150
2020-03-24,10.673333,10.673333,9.786667,10.406667,10.406667,161250
2020-03-25,10.213333,10.766667,10.213333,10.660000,10.660000,203550
2020-03-26,10.153333,11.140000,10.153333,11.046667,11.046667,183600
2020-03-27,10.513333,11.313333,10.486667,10.713333,10.713333,167850
2020-03-30,10.800000,11.413333,10.800000,11.093333,11.093333,242550
2020-03-31,11.033333,11.033333,10.593333,11.026667,11.026667,197400
2020-04-01,10.466667,11.133333,10.420000,10.520000,10.520000,158700
2020-04-02,10.260000,11.406667,10.260000,10.860000,10.860000,211650
2020-04-03,10.480000,11.086667,10.480000,10.733333,10.733333,143700
2020-04-06,11.533333,11.533333,10.800000,11.386667,11.386667,233550
2020-04-07,10.946667,11.333333,10.866667,11.080000,11.080000,145950
2020-04-08,10.873333,11.120000,10.540000,10.753333,10.753333,175500
2020-04-09,10.193333,11.020000,10.193333,10.673333,10.673333,147600
2020-04-13,10.566667,11.433333,10.406667,10.766667,10.766667,153300
2020-04-14,10.980000,11.600000,10.980000,11.286667,11.286667,300000
2020-04-15,11.546667,11.546667,10.980000,11.180000,11.180000,181950
2020-04-16,11.653333,11.653333,11.000000,11.086667,11.086667,178350
2020-04-17,11.840000,11.840000,11.040000,11.346667,11.346667,92400
2020-04-20,11.446667,11.446667,10.913333,11.060000,11.060000,141750
2020-04-21,10.966667,11.313333,10.966667,11.066667,11.066667,176100
2020-04-22,10.906667,11.133333,10.746667,10.860000,10.860000,104400
2020-04-23,11.306667,11.306667,10.660000,10.953333,10.953333,124650
2020-04-24,10.586667,11.173333,10.586667,11.080000,11.080000,77400
2020-04-27,10.866667,11.460000,10.866667,11.153333,11.153333,148200
2020-04-28,10.920000,11.100000,10.920000,11.066667,11.066667,188400
2020-04-29,10.960000,11.386667,10.960000,11.220000,11.220000,397800
2020-04-30,10.846667,11.220000,10.833333,10.886667,10.886667,236850
2020-05-01,10.680000,10.933333,10.486667,10.666667,10.666667,130800
2020-05-04,10.400000,10.720000,10.400000,10.593333,10.593333,125550
2020-05-05,10.480000,10.900000,10.480000,10.653333,10.653333,130200
2020-05-06,10.500000,10.873333,10.500000,10.620000,10.620000,69450
2020-05-07,10.753333,10.753333,10.393333,10.500000,10.500000,224850
2020-05-08,10.806667,10.993333,10.620000,10.700000,10.700000,147750
2020-05-11,10.733333,10.746667,10.666667,10.713333,10.713333,89850
2020-05-12,10.780000,11.046667,10.780000,10.900000,10.900000,236100
2020-05-13,10.840000,11.046667,10.820000,10.966667,10.966667,227100
2020-05-14,10.526667,10.873333,10.526667,10.726667,10.726667,99450
2020-05-15,11.000000,11.000000,10.666667,10.726667,10.726667,126000
2020-05-18,11.220000,11.346667,10.986667,11.180000,11.180000,198150
2020-05-19,11.066667,11.326667,11.066667,11.166667,11.166667,244650
2020-05-20,11.046667,11.206667,11.046667,11.100000,11.100000,187050
2020-05-21,10.840000,11.133333,10.840000,10.893333,10.893333,79350
2020-05-22,10.853333,10.853333,10.700000,10.746667,10.746667,182850
2020-05-26,11.246667,11.246667,11.066667,11.133333,11.133333,199200
2020-05-27,11.200000,11.266667,11.133333,11.180000,11.180000,160050
2020-05-28,11.660000,11.733333,11.413333,11.640000,11.640000,51150
2020-05-29,11.400000,11.413333,11.293333,11.386667,11.386667,257550
2020-06-01,11.520000,11.520000,11.280000,11.433333,11.433333,238050
2020-06-02,11.640000,11.913333,11.606667,11.666667,11.666667,1119000
2020-06-03,11.400000,11.886667,11.400000,11.806667,11.806667,124050
2020-06-04,11.826667,11.833333,11.726667,11.793333,11.793333,591600
2020-06-05,11.766667,11.920000,11.706667,11.706667,11.706667,60600
2020-06-08,11.733333,11.960000,11.733333,11.933333,11.933333,159750
2020-06-09,11.913333,12.060000,11.800000,11.986667,11.986667,47700
2020-06-10,12.580000,12.580000,11.586667,11.920000,11.920000,63600
2020-06-11,11.780000,11.846667,11.500000,11.500000,11.500000,55800
2020-06-12,11.706667,11.720000,11.453333,11.586667,11.586667,35100
2020-06-15,11.040000,11.326667,11.006667,11.313333,11.313333,72000
2020-06-16,11.660000,11.660000,11.360000,11.433333,11.433333,59250
2020-06-17,11.700000,11.700000,11.546667,11.586667,11.586667,61650
2020-06-18,11.286667,11.466667,11.286667,11.366667,11.366667,35550
2020-06-19,11.466667,11.600000,11.440000,11.453333,11.453333,184050
2020-06-22,11.400000,11.593333,11.400000,11.540000,11.540000,118800
2020-06-23,11.493333,11.493333,11.300000,11.373333,11.373333,44100
2020-06-24,10.960000,11.180000,10.960000,10.966667,10.966667,63750
2020-06-25,10.886667,10.920000,10.753333,10.920000,10.920000,69150
2020-06-26,10.793333,11.053333,10.793333,10.886667,10.886667,82500
2020-06-29,10.773333,10.900000,10.760000,10.873333,10.873333,70200
2020-06-30,10.873333,10.893333,10.793333,10.833333,10.833333,190800
2020-07-01,10.760000,10.760000,10.540000,10.586667,10.586667,50100
2020-07-02,10.633333,10.713333,10.626667,10.693333,10.693333,184350
2020-07-06,10.920000,10.920000,10.720000,10.773333,10.773333,66900
2020-07-07,10.633333,10.773333,10.620000,10.733333,10.733333,211950
2020-07-08,10.393333,10.680000,10.393333,10.653333,10.653333,350400
2020-07-09,10.546667,10.733333,10.433333,10.620000,10.620000,186900
2020-07-10,10.366667,10.480000,10.340000,10.466667,10.466667,234300
2020-07-13,10.620000,10.800000,10.620000,10.646667,10.646667,101850
2020-07-14,10.606667,11.120000,10.606667,10.746667,10.746667,93300
2020-07-15,11.106667,11.106667,10.993333,11.020000,11.020000,67800
2020-07-16,11.106667,11.206667,11.093333,11.146667,11.146667,85650
2020-07-17,10.886667,11.020000,10.886667,10.913333,10.913333,136050
2020-07-20,10.946667,10.973333,10.820000,10.960000,10.960000,168000
2020-07-21,10.686667,10.840000,10.680000,10.706667,10.706667,100200
2020-07-22,10.840000,10.840000,10.753333,10.780000,10.780000,124350
2020-07-23,10.820000,10.853333,10.693333,10.706667,10.706667,74400
2020-07-24,10.786667,10.793333,10.706667,10.720000,10.720000,90150
2020-07-27,10.946667,10.946667,10.880000,10.906667,10.906667,60450
2020-07-28,10.426667,10.433333,10.380000,10.393333,10.393333,142200
2020-07-29,10.673333,10.673333,10.466667,10.580000,10.580000,173550
2020-07-30,10.233333,10.446667,10.233333,10.446667,10.446667,87300
2020-07-31,10.206667,10.206667,10.080000,10.113333,10.113333,144600
2020-08-03,10.006667,10.006667,9.606667,9.833333,9.833333,387000
2020-08-04,10.160000,10.466667,10.160000,10.460000,10.460000,530700
2020-08-05,10.393333,10.480000,10.333333,10.353333,10.353333,99750
2020-08-06,10.333333,10.413333,10.333333,10.386667,10.386667,106500
2020-08-07,10.266667,10.460000,10.266667,10.460000,10.460000,112050
2020-08-10,10.900000,10.900000,10.453333,10.500000,10.500000,120750
2020-08-11,10.753333,10.886667,10.653333,10.693333,10.693333,209850
2020-08-12,11.046667,11.046667,10.913333,10.946667,10.946667,109050
2020-08-13,10.586667,10.920000,10.586667,10.733333,10.733333,100050
2020-08-14,10.980000,10.980000,10.666667,10.686667,10.686667,198000
2020-08-17,10.753333,10.886667,10.673333,10.820000,10.820000,319350
2020-08-18,10.653333,10.820000,10.653333,10.806667,10.806667,96900
2020-08-19,10.800000,10.913333,10.740000,10.773333,10.773333,93750
2020-08-20,10.653333,10.920000,10.653333,10.920000,10.920000,102300
2020-08-21,10.600000,10.906667,10.600000,10.833333,10.833333,51450
2020-08-24,10.673333,11.013333,10.673333,10.900000,10.900000,61500
2020-08-25,10.900000,11.000000,10.706667,10.866667,10.866667,56550
2020-08-26,10.680000,11.013333,10.680000,10.920000,10.920000,45300
2020-08-27,10.453333,10.766667,10.453333,10.646667,10.646667,126150
2020-08-28,10.926667,10.926667,10.546667,10.706667,10.706667,125550
2020-08-31,10.726667,10.780000,10.680000,10.726667,10.726667,126450
2020-09-01,10.446667,10.706667,10.446667,10.680000,10.680000,81900
2020-09-02,10.640000,10.826667,10.640000,10.806667,10.806667,62100
2020-09-03,10.680000,10.713333,10.593333,10.606667,10.606667,235500
2020-09-04,10.540000,10.633333,10.413333,10.633333,10.633333,75000
2020-09-08,10.220000,10.400000,10.220000,10.373333,10.373333,129750
2020-09-09,10.260000,10.360000,10.260000,10.333333,10.333333,128100
2020-09-10,10.413333,10.533333,10.366667,10.400000,10.400000,175950
2020-09-11,10.540000,10.693333,10.540000,10.686667,10.686667,80700
2020-09-14,10.906667,10.906667,10.686667,10.780000,10.780000,83250
2020-09-15,10.553333,10.626667,10.553333,10.573333,10.573333,112800
2020-09-16,10.453333,10.646667,10.453333,10.573333,10.573333,100050
2020-09-17,10.606667,10.780000,10.606667,10.746667,10.746667,102150
2020-09-18,10.560000,10.593333,10.493333,10.580000,10.580000,162000
2020-09-21,10.633333,10.633333,10.273333,10.400000,10.400000,111450
2020-09-22,10.493333,10.500000,10.300000,10.446667,10.446667,130200
2020-09-23,10.653333,10.680000,10.553333,10.580000,10.580000,222300
2020-09-24,10.473333,10.606667,10.473333,10.573333,10.573333,119100
2020-09-25,10.380000,10.526667,10.380000,10.506667,10.506667,268500
2020-09-28,10.666667,10.733333,10.653333,10.733333,10.733333,199050
2020-09-29,10.833333,10.833333,10.620000,10.640000,10.640000,97800
2020-09-30,10.240000,10.366667,10.240000,10.360000,10.360000,120300
2020-10-01,10.246667,10.326667,10.246667,10.320000,10.320000,93750
2020-10-02,10.406667,10.440000,10.366667,10.426667,10.426667,307050
2020-10-05,10.660000,10.660000,10.353333,10.460000,10.460000,482250
2020-10-06,10.333333,10.833333,10.333333,10.660000,10.660000,327450
2020-10-07,10.800000,10.820000,10.793333,10.806667,10.806667,76200
2020-10-08,10.833333,11.033333,10.813333,11.033333,11.033333,42300
2020-10-09,11.180000,11.186667,11.146667,11.160000,11.160000,79350
2020-10-12,11.386667,11.386667,11.133333,11.160000,11.160000,110250
2020-10-13,11.400000,11.400000,11.066667,11.100000,11.100000,91500
2020-10-14,10.633333,11.026667,10.633333,11.006667,11.006667,54300
2020-10-15,10.826667,10.853333,10.800000,10.853333,10.853333,105300
2020-10-16,10.806667,10.900000,10.806667,10.880000,10.880000,58350
2020-10-19,11.113333,11.126667,11.040000,11.040000,11.040000,109200
2020-10-20,11.200000,11.226667,11.166667,11.226667,11.226667,174750
2020-10-21,11.346667,11.360000,11.313333,11.313333,11.313333,119550
